date,peak,trough,Mean O2 consumption rate,mean delta
2023-04-17 07:00:00,43.62145517214433,-7.0715912925701145,-2.4997959363139945,19.07597276344454
2023-04-18 07:00:00,80.92170208316548,-424.6502497785133,-2.9235188812750548,19.658085181003653
2023-04-19 07:00:00,363.286435498174,-365.96583799191734,-2.6787793953627657,16.158924190297043
2023-04-20 07:00:00,46.67305946488578,-26.40913191090671,-4.075346699443399,24.57068456011605
